pillar,period,term,trend_score,count
haircare,2020-04-01,rude,7017543.859649123,2
haircare,2020-04-01,trying,7017543.859649123,2
haircare,2020-04-01,hair cut,7017543.859649123,2
haircare,2020-04-01,hair dye,7017543.859649123,2
haircare,2020-04-01,grow,7017543.859649123,2
haircare,2020-04-01,hate hate,7017543.859649123,2
haircare,2020-04-01,forehead,7017543.859649123,2
haircare,2020-04-01,eye,7017543.859649123,2
haircare,2020-04-01,dreadlock,7017543.859649123,2
haircare,2020-04-01,horrible,7017543.859649123,2
haircare,2020-04-01,changed,7017543.859649123,2
haircare,2020-05-01,need,17751479.289940827,3
haircare,2020-05-01,wet,11834319.526627218,2
haircare,2020-05-01,hair dont,11834319.526627218,2
haircare,2020-05-01,woman hair,11834319.526627218,2
haircare,2020-05-01,craft,11834319.526627218,2
haircare,2020-05-01,rough,11834319.526627218,2
haircare,2020-05-01,wet hair,11834319.526627218,2
haircare,2020-05-01,use,11834319.526627218,2
haircare,2020-05-01,minute,11834319.526627218,2
haircare,2020-05-01,plus,11834319.526627218,2
haircare,2020-05-01,need hair,5917159.763313609,1
haircare,2020-05-01,pity,5917159.763313609,1
haircare,2020-05-01,class,5917159.763313609,1
haircare,2020-05-01,skill,5917159.763313609,1
haircare,2020-05-01,really like,5917159.763313609,1
haircare,2020-05-01,yall,5917159.763313609,1
haircare,2020-05-01,make video,5917159.763313609,1
haircare,2020-05-01,plz,5917159.763313609,1
haircare,2020-05-01,stop,5917159.763313609,1
haircare,2020-05-01,tip,5917159.763313609,1
haircare,2020-05-01,client,5917159.763313609,1
haircare,2020-05-01,person,5917159.763313609,1
haircare,2020-05-01,chair,5917159.763313609,1
haircare,2020-05-01,thank,5917159.763313609,1
haircare,2020-05-01,actor,5917159.763313609,1
haircare,2020-05-01,wtf,5917159.763313609,1
haircare,2020-05-01,caring,5917159.763313609,1
haircare,2020-05-01,want,5917159.763313609,1
haircare,2020-05-01,trick,5917159.763313609,1
haircare,2020-05-01,care hair,5917159.763313609,1
haircare,2020-06-01,hair type,15384615.384615384,3
haircare,2020-06-01,shampoo,15384615.384615384,3
haircare,2020-06-01,type,15384615.384615384,3
haircare,2020-06-01,great,10256410.256410256,2
haircare,2020-06-01,line,10256410.256410256,2
haircare,2020-06-01,hair like,10256410.256410256,2
haircare,2020-06-01,blame,10256410.256410256,2
haircare,2020-06-01,burst,10256410.256410256,2
haircare,2020-06-01,free,10256410.256410256,2
haircare,2020-06-01,sue,5128205.128205128,1
haircare,2020-06-01,want hair,5128205.128205128,1
haircare,2020-06-01,tell,5128205.128205128,1
haircare,2020-06-01,end,5128205.128205128,1
haircare,2020-06-01,turn,5128205.128205128,1
haircare,2020-06-01,wont,5128205.128205128,1
haircare,2020-06-01,poor,5128205.128205128,1
haircare,2020-06-01,wig,5128205.128205128,1
haircare,2020-06-01,sensitive,5128205.128205128,1
haircare,2020-06-01,easily,5128205.128205128,1
haircare,2020-06-01,wouldnt,5128205.128205128,1
haircare,2020-06-01,dont blame,5128205.128205128,1
haircare,2020-06-01,root,5128205.128205128,1
haircare,2020-06-01,problem,5128205.128205128,1
haircare,2020-06-01,doesnt,5128205.128205128,1
haircare,2020-06-01,wanting,5128205.128205128,1
haircare,2020-06-01,min,5128205.128205128,1
haircare,2020-06-01,shake,5128205.128205128,1
haircare,2020-06-01,spread,5128205.128205128,1
haircare,2020-06-01,oil,5128205.128205128,1
haircare,2020-06-01,yuck,5128205.128205128,1
haircare,2020-07-01,facial,28037383.17757009,3
haircare,2020-07-01,facial hair,18691588.785046726,2
haircare,2020-07-01,shave,18691588.785046726,2
haircare,2020-07-01,charge,18691588.785046726,2
haircare,2020-07-01,know,18691588.785046726,2
haircare,2020-07-01,option,9345794.392523363,1
haircare,2020-07-01,purple,9345794.392523363,1
haircare,2020-07-01,effect,9345794.392523363,1
haircare,2020-07-01,mean,9345794.392523363,1
haircare,2020-07-01,dry hair,9345794.392523363,1
haircare,2020-07-01,drinking,9345794.392523363,1
haircare,2020-07-01,drink,9345794.392523363,1
haircare,2020-07-01,dont mind,9345794.392523363,1
haircare,2020-07-01,air,9345794.392523363,1
haircare,2020-07-01,staring,9345794.392523363,1
haircare,2020-07-01,using product,9345794.392523363,1
haircare,2020-07-01,paint,9345794.392523363,1
haircare,2020-07-01,dead,9345794.392523363,1
haircare,2020-07-01,necessary,9345794.392523363,1
haircare,2020-07-01,using,9345794.392523363,1
haircare,2020-07-01,comment like,9345794.392523363,1
haircare,2020-07-01,nightmare,9345794.392523363,1
haircare,2020-07-01,comment,9345794.392523363,1
haircare,2020-07-01,colour,9345794.392523363,1
haircare,2020-07-01,beginning,9345794.392523363,1
haircare,2020-07-01,umm,9345794.392523363,1
haircare,2020-07-01,mind,9345794.392523363,1
haircare,2020-07-01,straighten,9345794.392523363,1
haircare,2020-07-01,chemical,9345794.392523363,1
haircare,2020-07-01,buzz,9345794.392523363,1
haircare,2020-08-01,mask,35714285.71428571,5
haircare,2020-08-01,make skin,21428571.42857143,3
haircare,2020-08-01,baby,14285714.285714284,2
haircare,2020-08-01,nonsense,7142857.142857142,1
haircare,2020-08-01,fake,7142857.142857142,1
haircare,2020-08-01,dumb,7142857.142857142,1
haircare,2020-08-01,product use,7142857.142857142,1
haircare,2020-08-01,dye hair,7142857.142857142,1
haircare,2020-08-01,quit,7142857.142857142,1
haircare,2020-08-01,draw,7142857.142857142,1
haircare,2020-08-01,toxic,7142857.142857142,1
haircare,2020-08-01,non,7142857.142857142,1
haircare,2020-08-01,texture,7142857.142857142,1
haircare,2020-08-01,pretend,7142857.142857142,1
haircare,2020-08-01,bad hair,7142857.142857142,1
haircare,2020-08-01,money,7142857.142857142,1
haircare,2020-08-01,dirty,7142857.142857142,1
haircare,2020-08-01,die,7142857.142857142,1
haircare,2020-08-01,dear,7142857.142857142,1
haircare,2020-08-01,damaging hair,7142857.142857142,1
haircare,2020-08-01,night,7142857.142857142,1
haircare,2020-08-01,wierd,7142857.142857142,1
haircare,2020-08-01,suck,7142857.142857142,1
haircare,2020-08-01,painted,7142857.142857142,1
haircare,2020-08-01,worried,7142857.142857142,1
haircare,2020-08-01,damaging,7142857.142857142,1
haircare,2020-08-01,pimple,7142857.142857142,1
haircare,2020-08-01,coconut oil,7142857.142857142,1
haircare,2020-08-01,acting,7142857.142857142,1
haircare,2020-08-01,choice,7142857.142857142,1
haircare,2020-09-01,help,11857707.509881422,3
haircare,2020-09-01,brad,11857707.509881422,3
haircare,2020-09-01,brush,11857707.509881422,3
haircare,2020-09-01,real,7905138.339920947,2
haircare,2020-09-01,need help,7905138.339920947,2
haircare,2020-09-01,styling,7905138.339920947,2
haircare,2020-09-01,came,7905138.339920947,2
haircare,2020-09-01,short,7905138.339920947,2
haircare,2020-09-01,feel,7905138.339920947,2
haircare,2020-09-01,offensive,7905138.339920947,2
haircare,2020-09-01,disturbing,7905138.339920947,2
haircare,2020-09-01,dark,7905138.339920947,2
haircare,2020-09-01,long,7905138.339920947,2
haircare,2020-09-01,hair long,7905138.339920947,2
haircare,2020-09-01,plus,7905138.339920947,2
haircare,2020-09-01,work,7905138.339920947,2
haircare,2020-09-01,nice,7905138.339920947,2
haircare,2020-09-01,impossible,7905138.339920947,2
haircare,2020-09-01,volume,3952569.1699604737,1
haircare,2020-09-01,right,3952569.1699604737,1
haircare,2020-09-01,voice,3952569.1699604737,1
haircare,2020-09-01,struggle real,3952569.1699604737,1
haircare,2020-09-01,struggle,3952569.1699604737,1
haircare,2020-09-01,yeah,3952569.1699604737,1
haircare,2020-09-01,breath,3952569.1699604737,1
haircare,2020-09-01,annoy,3952569.1699604737,1
haircare,2020-09-01,truth,3952569.1699604737,1
haircare,2020-09-01,boy,3952569.1699604737,1
haircare,2020-09-01,spitting,3952569.1699604737,1
haircare,2020-09-01,reply,3952569.1699604737,1
haircare,2020-10-01,bleach,18382352.94117647,15
haircare,2020-10-01,dying hair,6127450.980392156,5
haircare,2020-10-01,bleaching,6127450.980392156,5
haircare,2020-10-01,dying,6127450.980392156,5
haircare,2020-10-01,second girl,4901960.784313725,4
haircare,2020-10-01,bleach hair,4901960.784313725,4
haircare,2020-10-01,clown,4901960.784313725,4
haircare,2020-10-01,hair dye,4901960.784313725,4
haircare,2020-10-01,result,4901960.784313725,4
haircare,2020-10-01,getting,3676470.588235294,3
haircare,2020-10-01,natural,3676470.588235294,3
haircare,2020-10-01,afraid,3676470.588235294,3
haircare,2020-10-01,head,3676470.588235294,3
haircare,2020-10-01,youre,3676470.588235294,3
haircare,2020-10-01,rude,3676470.588235294,3
haircare,2020-10-01,pink,3676470.588235294,3
haircare,2020-10-01,hair style,3676470.588235294,3
haircare,2020-10-01,damn,3676470.588235294,3
haircare,2020-10-01,say,3676470.588235294,3
haircare,2020-10-01,lash,3676470.588235294,3
haircare,2020-10-01,stupid,3676470.588235294,3
haircare,2020-10-01,day,3676470.588235294,3
haircare,2020-10-01,curl,3676470.588235294,3
haircare,2020-10-01,cause,3676470.588235294,3
haircare,2020-10-01,ruining,2450980.3921568627,2
haircare,2020-10-01,haired,2450980.3921568627,2
haircare,2020-10-01,vibe,2450980.3921568627,2
haircare,2020-10-01,hell,2450980.3921568627,2
haircare,2020-10-01,damage,2450980.3921568627,2
haircare,2020-10-01,opinion,2450980.3921568627,2
haircare,2020-11-01,burn,15673981.191222569,5
haircare,2020-11-01,hairline,9404388.714733543,3
haircare,2020-11-01,know hair,6269592.476489028,2
haircare,2020-11-01,arrogant,6269592.476489028,2
haircare,2020-11-01,wish,6269592.476489028,2
haircare,2020-11-01,wrong,6269592.476489028,2
haircare,2020-11-01,black man,6269592.476489028,2
haircare,2020-11-01,color hair,6269592.476489028,2
haircare,2020-11-01,good hair,6269592.476489028,2
haircare,2020-11-01,people color,3134796.238244514,1
haircare,2020-11-01,lace,3134796.238244514,1
haircare,2020-11-01,slayed,3134796.238244514,1
haircare,2020-11-01,srry,3134796.238244514,1
haircare,2020-11-01,baby hair,3134796.238244514,1
haircare,2020-11-01,know thats,3134796.238244514,1
haircare,2020-11-01,perfectly,3134796.238244514,1
haircare,2020-11-01,racist,3134796.238244514,1
haircare,2020-11-01,ive seen,3134796.238244514,1
haircare,2020-11-01,ive,3134796.238244514,1
haircare,2020-11-01,itll,3134796.238244514,1
haircare,2020-11-01,towel,3134796.238244514,1
haircare,2020-11-01,ignorant,3134796.238244514,1
haircare,2020-11-01,touching hair,3134796.238244514,1
haircare,2020-11-01,touching,3134796.238244514,1
haircare,2020-11-01,usually,3134796.238244514,1
haircare,2020-11-01,touched,3134796.238244514,1
haircare,2020-11-01,normally,3134796.238244514,1
haircare,2020-11-01,idk,3134796.238244514,1
haircare,2020-11-01,shame people,3134796.238244514,1
haircare,2020-11-01,somebody,3134796.238244514,1
haircare,2020-12-01,cleansing,9523809.523809524,2
haircare,2020-12-01,color look,9523809.523809524,2
haircare,2020-12-01,frizzy,9523809.523809524,2
haircare,2020-12-01,look beautiful,9523809.523809524,2
haircare,2020-12-01,sound like,4761904.761904762,1
haircare,2020-12-01,sound,4761904.761904762,1
haircare,2020-12-01,awful,4761904.761904762,1
haircare,2020-12-01,telling,4761904.761904762,1
haircare,2020-12-01,transformation,4761904.761904762,1
haircare,2020-12-01,sorry sound,4761904.761904762,1
haircare,2020-12-01,natural hair,4761904.761904762,1
haircare,2020-12-01,wet hair,4761904.761904762,1
haircare,2020-12-01,wet,4761904.761904762,1
haircare,2020-12-01,silly,4761904.761904762,1
haircare,2020-12-01,changed,4761904.761904762,1
haircare,2020-12-01,afro,4761904.761904762,1
haircare,2020-12-01,puffy,4761904.761904762,1
haircare,2020-12-01,make people,4761904.761904762,1
haircare,2020-12-01,tho,4761904.761904762,1
haircare,2020-12-01,small,4761904.761904762,1
haircare,2020-12-01,rude dont,4761904.761904762,1
haircare,2020-12-01,little,4761904.761904762,1
haircare,2020-12-01,like crap,4761904.761904762,1
haircare,2020-12-01,balm,4761904.761904762,1
haircare,2020-12-01,straighten hair,4761904.761904762,1
haircare,2020-12-01,straighten,4761904.761904762,1
haircare,2020-12-01,lmfao,4761904.761904762,1
haircare,2020-12-01,like like,4761904.761904762,1
haircare,2020-12-01,like didnt,4761904.761904762,1
haircare,2020-12-01,really insecure,4761904.761904762,1
haircare,2021-01-01,parent,20134228.18791946,3
haircare,2021-01-01,wear,13422818.791946307,2
haircare,2021-01-01,plz,6711409.395973153,1
haircare,2021-01-01,dont like,6711409.395973153,1
haircare,2021-01-01,comb,6711409.395973153,1
haircare,2021-01-01,clothes,6711409.395973153,1
haircare,2021-01-01,skin hair,6711409.395973153,1
haircare,2021-01-01,yes,6711409.395973153,1
haircare,2021-01-01,knowing,6711409.395973153,1
haircare,2021-01-01,ready,6711409.395973153,1
haircare,2021-01-01,beautiful skin,6711409.395973153,1
haircare,2021-01-01,lucky,6711409.395973153,1
haircare,2021-01-01,straight hair,6711409.395973153,1
haircare,2021-01-01,look worse,6711409.395973153,1
haircare,2021-01-01,lotion,6711409.395973153,1
haircare,2021-01-01,advertisement,6711409.395973153,1
haircare,2021-01-01,worse,6711409.395973153,1
haircare,2021-01-01,like poop,6711409.395973153,1
haircare,2021-01-01,instagram,6711409.395973153,1
haircare,2021-01-01,request,6711409.395973153,1
haircare,2021-01-01,idiotic,6711409.395973153,1
haircare,2021-01-01,body,6711409.395973153,1
haircare,2021-01-01,allow,6711409.395973153,1
haircare,2021-01-01,hate curly,6711409.395973153,1
haircare,2021-01-01,harsh,6711409.395973153,1
haircare,2021-01-01,shut,6711409.395973153,1
haircare,2021-01-01,sarcastic,6711409.395973153,1
haircare,2021-01-01,razor,6711409.395973153,1
haircare,2021-01-01,hat,6711409.395973153,1
haircare,2021-01-01,hair hate,6711409.395973153,1
haircare,2021-02-01,test,16129032.258064514,5
haircare,2021-02-01,white,9677419.35483871,3
haircare,2021-02-01,actually,6451612.903225806,2
haircare,2021-02-01,wouldnt,6451612.903225806,2
haircare,2021-02-01,year,6451612.903225806,2
haircare,2021-02-01,fuck,6451612.903225806,2
haircare,2021-02-01,hairstyle,6451612.903225806,2
haircare,2021-02-01,afraid,6451612.903225806,2
haircare,2021-02-01,india,6451612.903225806,2
haircare,2021-02-01,try,6451612.903225806,2
haircare,2021-02-01,woman,6451612.903225806,2
haircare,2021-02-01,dove,6451612.903225806,2
haircare,2021-02-01,worst,6451612.903225806,2
haircare,2021-02-01,men,6451612.903225806,2
haircare,2021-02-01,look older,6451612.903225806,2
haircare,2021-02-01,fair,6451612.903225806,2
haircare,2021-02-01,work,6451612.903225806,2
haircare,2021-02-01,tattoo,6451612.903225806,2
haircare,2021-02-01,process,3225806.451612903,1
haircare,2021-02-01,favorite,3225806.451612903,1
haircare,2021-02-01,easy,3225806.451612903,1
haircare,2021-02-01,dread,3225806.451612903,1
haircare,2021-02-01,dont worry,3225806.451612903,1
haircare,2021-02-01,purple,3225806.451612903,1
haircare,2021-02-01,mess,3225806.451612903,1
haircare,2021-02-01,dont afraid,3225806.451612903,1
haircare,2021-02-01,best,3225806.451612903,1
haircare,2021-02-01,shit ton,3225806.451612903,1
haircare,2021-02-01,wearing,3225806.451612903,1
haircare,2021-02-01,different,3225806.451612903,1
haircare,2021-03-01,school,9280742.459396752,4
haircare,2021-03-01,wavy,6960556.844547563,3
haircare,2021-03-01,year old,6960556.844547563,3
haircare,2021-03-01,play,6960556.844547563,3
haircare,2021-03-01,feel,6960556.844547563,3
haircare,2021-03-01,cause,6960556.844547563,3
haircare,2021-03-01,soo,4640371.229698376,2
haircare,2021-03-01,spend,4640371.229698376,2
haircare,2021-03-01,honestly,4640371.229698376,2
haircare,2021-03-01,middle,4640371.229698376,2
haircare,2021-03-01,confidence,4640371.229698376,2
haircare,2021-03-01,man,4640371.229698376,2
haircare,2021-03-01,reason,4640371.229698376,2
haircare,2021-03-01,making,4640371.229698376,2
haircare,2021-03-01,super,4640371.229698376,2
haircare,2021-03-01,playing,4640371.229698376,2
haircare,2021-03-01,dry,4640371.229698376,2
haircare,2021-03-01,bun,4640371.229698376,2
haircare,2021-03-01,uncomfortable,4640371.229698376,2
haircare,2021-03-01,beautiful hair,4640371.229698376,2
haircare,2021-03-01,great,4640371.229698376,2
haircare,2021-03-01,haircut,4640371.229698376,2
haircare,2021-03-01,annoying,4640371.229698376,2
haircare,2021-03-01,brush,4640371.229698376,2
haircare,2021-03-01,annoyed,4640371.229698376,2
haircare,2021-03-01,asia,4640371.229698376,2
haircare,2021-03-01,high school,4640371.229698376,2
haircare,2021-03-01,fun,4640371.229698376,2
haircare,2021-03-01,noticed,2320185.614849188,1
haircare,2021-03-01,notice,2320185.614849188,1
haircare,2021-04-01,stylist,12027491.408934709,7
haircare,2021-04-01,look like,6872852.233676976,4
haircare,2021-04-01,heat,6872852.233676976,4
haircare,2021-04-01,cringe,5154639.175257731,3
haircare,2021-04-01,going,5154639.175257731,3
haircare,2021-04-01,sister,3436426.116838488,2
haircare,2021-04-01,day,3436426.116838488,2
haircare,2021-04-01,tangled,3436426.116838488,2
haircare,2021-04-01,dye hair,3436426.116838488,2
haircare,2021-04-01,anxiety,3436426.116838488,2
haircare,2021-04-01,trend,3436426.116838488,2
haircare,2021-04-01,serum,3436426.116838488,2
haircare,2021-04-01,normally,3436426.116838488,2
haircare,2021-04-01,hair stylist,3436426.116838488,2
haircare,2021-04-01,hand,3436426.116838488,2
haircare,2021-04-01,shaking,3436426.116838488,2
haircare,2021-04-01,hair lol,3436426.116838488,2
haircare,2021-04-01,love hair,3436426.116838488,2
haircare,2021-04-01,touch hair,3436426.116838488,2
haircare,2021-04-01,look weird,3436426.116838488,2
haircare,2021-04-01,seeing,3436426.116838488,2
haircare,2021-04-01,touch,3436426.116838488,2
haircare,2021-04-01,girl hair,3436426.116838488,2
haircare,2021-04-01,hair long,3436426.116838488,2
haircare,2021-04-01,kept,3436426.116838488,2
haircare,2021-04-01,fool,1718213.058419244,1
haircare,2021-04-01,fly,1718213.058419244,1
haircare,2021-04-01,torture,1718213.058419244,1
haircare,2021-04-01,feel weird,1718213.058419244,1
haircare,2021-04-01,fck,1718213.058419244,1
haircare,2021-05-01,youre,10043041.606886655,7
haircare,2021-05-01,brown,5738880.918220947,4
haircare,2021-05-01,reaction,4304160.688665709,3
haircare,2021-05-01,box,4304160.688665709,3
haircare,2021-05-01,dark hair,4304160.688665709,3
haircare,2021-05-01,look good,4304160.688665709,3
haircare,2021-05-01,lip,4304160.688665709,3
haircare,2021-05-01,dangerous,2869440.4591104733,2
haircare,2021-05-01,gurl,2869440.4591104733,2
haircare,2021-05-01,allergic,2869440.4591104733,2
haircare,2021-05-01,hair product,2869440.4591104733,2
haircare,2021-05-01,dead,2869440.4591104733,2
haircare,2021-05-01,dont want,2869440.4591104733,2
haircare,2021-05-01,change,2869440.4591104733,2
haircare,2021-05-01,horse,2869440.4591104733,2
haircare,2021-05-01,big lip,2869440.4591104733,2
haircare,2021-05-01,said,2869440.4591104733,2
haircare,2021-05-01,knot,2869440.4591104733,2
haircare,2021-05-01,color hair,2869440.4591104733,2
haircare,2021-05-01,hair girl,2869440.4591104733,2
haircare,2021-05-01,way,2869440.4591104733,2
haircare,2021-05-01,wow,2869440.4591104733,2
haircare,2021-05-01,blonde hair,2869440.4591104733,2
haircare,2021-05-01,hair jealous,2869440.4591104733,2
haircare,2021-05-01,youre pretty,2869440.4591104733,2
haircare,2021-05-01,sound rude,2869440.4591104733,2
haircare,2021-05-01,cute,2869440.4591104733,2
haircare,2021-05-01,thought,2869440.4591104733,2
haircare,2021-05-01,sound,2869440.4591104733,2
haircare,2021-05-01,thank,2869440.4591104733,2
haircare,2021-06-01,barber,6430868.167202572,4
haircare,2021-06-01,okay,4823151.125401929,3
haircare,2021-06-01,white,4823151.125401929,3
haircare,2021-06-01,shaving,4823151.125401929,3
haircare,2021-06-01,lash,3215434.083601286,2
haircare,2021-06-01,problem,3215434.083601286,2
haircare,2021-06-01,wash hair,3215434.083601286,2
haircare,2021-06-01,burn,3215434.083601286,2
haircare,2021-06-01,dirty blonde,3215434.083601286,2
haircare,2021-06-01,allowed,3215434.083601286,2
haircare,2021-06-01,love video,3215434.083601286,2
haircare,2021-06-01,nope,1607717.041800643,1
haircare,2021-06-01,dont need,1607717.041800643,1
haircare,2021-06-01,hai,1607717.041800643,1
haircare,2021-06-01,tbh,1607717.041800643,1
haircare,2021-06-01,calm,1607717.041800643,1
haircare,2021-06-01,constantly,1607717.041800643,1
haircare,2021-06-01,hair doesnt,1607717.041800643,1
haircare,2021-06-01,shoulder,1607717.041800643,1
haircare,2021-06-01,watch,1607717.041800643,1
haircare,2021-06-01,useless,1607717.041800643,1
haircare,2021-06-01,standing,1607717.041800643,1
haircare,2021-06-01,bang,1607717.041800643,1
haircare,2021-06-01,hair dry,1607717.041800643,1
haircare,2021-06-01,aint,1607717.041800643,1
haircare,2021-06-01,confident,1607717.041800643,1
haircare,2021-06-01,hair fucking,1607717.041800643,1
haircare,2021-06-01,need stop,1607717.041800643,1
haircare,2021-06-01,stage,1607717.041800643,1
haircare,2021-06-01,bottle,1607717.041800643,1
haircare,2021-07-01,worry,8771929.824561402,4
haircare,2021-07-01,ponytail,4385964.912280701,2
haircare,2021-07-01,dont worry,4385964.912280701,2
haircare,2021-07-01,attractive,4385964.912280701,2
haircare,2021-07-01,cutting hair,4385964.912280701,2
haircare,2021-07-01,makeup look,4385964.912280701,2
haircare,2021-07-01,eye,4385964.912280701,2
haircare,2021-07-01,damaged,4385964.912280701,2
haircare,2021-07-01,scrunch,2192982.4561403506,1
haircare,2021-07-01,going lie,2192982.4561403506,1
haircare,2021-07-01,glitter,2192982.4561403506,1
haircare,2021-07-01,worry hair,2192982.4561403506,1
haircare,2021-07-01,reality,2192982.4561403506,1
haircare,2021-07-01,feature,2192982.4561403506,1
haircare,2021-07-01,fast,2192982.4561403506,1
haircare,2021-07-01,glove,2192982.4561403506,1
haircare,2021-07-01,dress,2192982.4561403506,1
haircare,2021-07-01,extension,2192982.4561403506,1
haircare,2021-07-01,enemy,2192982.4561403506,1
haircare,2021-07-01,second girl,2192982.4561403506,1
haircare,2021-07-01,second,2192982.4561403506,1
haircare,2021-07-01,gone,2192982.4561403506,1
haircare,2021-07-01,youre wearing,2192982.4561403506,1
haircare,2021-07-01,alive,2192982.4561403506,1
haircare,2021-07-01,effect,2192982.4561403506,1
haircare,2021-07-01,worked,2192982.4561403506,1
haircare,2021-07-01,good thing,2192982.4561403506,1
haircare,2021-07-01,great video,2192982.4561403506,1
haircare,2021-07-01,missing,2192982.4561403506,1
haircare,2021-07-01,story,2192982.4561403506,1
haircare,2021-08-01,jealous hair,14799154.334038053,7
haircare,2021-08-01,genetics,8456659.619450318,4
haircare,2021-08-01,fool,4228329.809725159,2
haircare,2021-08-01,pimple,4228329.809725159,2
haircare,2021-08-01,secret,4228329.809725159,2
haircare,2021-08-01,seen,4228329.809725159,2
haircare,2021-08-01,dandruff,4228329.809725159,2
haircare,2021-08-01,healthy,4228329.809725159,2
haircare,2021-08-01,ridiculous,4228329.809725159,2
haircare,2021-08-01,vomit,2114164.9048625794,1
haircare,2021-08-01,body,2114164.9048625794,1
haircare,2021-08-01,heck,2114164.9048625794,1
haircare,2021-08-01,wear hair,2114164.9048625794,1
haircare,2021-08-01,healthy hair,2114164.9048625794,1
haircare,2021-08-01,hate short,2114164.9048625794,1
haircare,2021-08-01,hairy,2114164.9048625794,1
haircare,2021-08-01,hair thats,2114164.9048625794,1
haircare,2021-08-01,hair stop,2114164.9048625794,1
haircare,2021-08-01,thats kinda,2114164.9048625794,1
haircare,2021-08-01,really scared,2114164.9048625794,1
haircare,2021-08-01,protect,2114164.9048625794,1
haircare,2021-08-01,human,2114164.9048625794,1
haircare,2021-08-01,open,2114164.9048625794,1
haircare,2021-08-01,hair grows,2114164.9048625794,1
haircare,2021-08-01,iam,2114164.9048625794,1
haircare,2021-08-01,truly,2114164.9048625794,1
haircare,2021-08-01,hair love,2114164.9048625794,1
haircare,2021-08-01,womens,2114164.9048625794,1
haircare,2021-08-01,really pretty,2114164.9048625794,1
haircare,2021-08-01,thumbnail,2114164.9048625794,1
haircare,2021-09-01,brad,9469696.969696969,5
haircare,2021-09-01,exercise,5681818.181818182,3
haircare,2021-09-01,dear,5681818.181818182,3
haircare,2021-09-01,ingredient,5681818.181818182,3
haircare,2021-09-01,massage,5681818.181818182,3
haircare,2021-09-01,brand,5681818.181818182,3
haircare,2021-09-01,didi,3787878.7878787876,2
haircare,2021-09-01,wouldnt,3787878.7878787876,2
haircare,2021-09-01,growing,3787878.7878787876,2
haircare,2021-09-01,look great,3787878.7878787876,2
haircare,2021-09-01,personal,3787878.7878787876,2
haircare,2021-09-01,sweat,3787878.7878787876,2
haircare,2021-09-01,remove,3787878.7878787876,2
haircare,2021-09-01,recommend,3787878.7878787876,2
haircare,2021-09-01,toxic,3787878.7878787876,2
haircare,2021-09-01,important,3787878.7878787876,2
haircare,2021-09-01,community,1893939.3939393938,1
haircare,2021-09-01,clothing,1893939.3939393938,1
haircare,2021-09-01,color look,1893939.3939393938,1
haircare,2021-09-01,celebrity,1893939.3939393938,1
haircare,2021-09-01,change,1893939.3939393938,1
haircare,2021-09-01,certain,1893939.3939393938,1
haircare,2021-09-01,youre right,1893939.3939393938,1
haircare,2021-09-01,envious,1893939.3939393938,1
haircare,2021-09-01,easily,1893939.3939393938,1
haircare,2021-09-01,drunk,1893939.3939393938,1
haircare,2021-09-01,dont trust,1893939.3939393938,1
haircare,2021-09-01,dermatologist,1893939.3939393938,1
haircare,2021-09-01,dont want,1893939.3939393938,1
haircare,2021-09-01,came,1893939.3939393938,1
haircare,2021-10-01,freckle,8264462.809917355,2
haircare,2021-10-01,parent,8264462.809917355,2
haircare,2021-10-01,beginning,8264462.809917355,2
haircare,2021-10-01,drag,4132231.4049586775,1
haircare,2021-10-01,dying,4132231.4049586775,1
haircare,2021-10-01,zero,4132231.4049586775,1
haircare,2021-10-01,miss,4132231.4049586775,1
haircare,2021-10-01,orange,4132231.4049586775,1
haircare,2021-10-01,yuck,4132231.4049586775,1
haircare,2021-10-01,dying hair,4132231.4049586775,1
haircare,2021-10-01,washing hair,4132231.4049586775,1
haircare,2021-10-01,embarrassing,4132231.4049586775,1
haircare,2021-10-01,sense,4132231.4049586775,1
haircare,2021-10-01,stain,4132231.4049586775,1
haircare,2021-10-01,people curly,4132231.4049586775,1
haircare,2021-10-01,old woman,4132231.4049586775,1
haircare,2021-10-01,car,4132231.4049586775,1
haircare,2021-10-01,coloring,4132231.4049586775,1
haircare,2021-10-01,wash face,4132231.4049586775,1
haircare,2021-10-01,face make,4132231.4049586775,1
haircare,2021-10-01,woman love,4132231.4049586775,1
haircare,2021-10-01,worst hair,4132231.4049586775,1
haircare,2021-10-01,acche,4132231.4049586775,1
haircare,2021-10-01,feeling,4132231.4049586775,1
haircare,2021-10-01,nice,4132231.4049586775,1
haircare,2021-10-01,face beginning,4132231.4049586775,1
haircare,2021-10-01,forehead,4132231.4049586775,1
haircare,2021-10-01,frick,4132231.4049586775,1
haircare,2021-10-01,needed,4132231.4049586775,1
haircare,2021-10-01,size,4132231.4049586775,1
haircare,2021-11-01,black,14285714.285714284,10
haircare,2021-11-01,blonde,7142857.142857142,5
haircare,2021-11-01,blue,5714285.714285714,4
haircare,2021-11-01,brown,5714285.714285714,4
haircare,2021-11-01,bare,5714285.714285714,4
haircare,2021-11-01,glove,5714285.714285714,4
haircare,2021-11-01,box,4285714.285714285,3
haircare,2021-11-01,shower,4285714.285714285,3
haircare,2021-11-01,moment,4285714.285714285,3
haircare,2021-11-01,hair year,4285714.285714285,3
haircare,2021-11-01,fox,4285714.285714285,3
haircare,2021-11-01,middle school,4285714.285714285,3
haircare,2021-11-01,half,4285714.285714285,3
