pillar,period,term,trend_score,count
haircare,2025-07-01,main,1383125.8644536652,2
haircare,2025-07-01,lace,1383125.8644536652,2
haircare,2025-07-01,need stop,1383125.8644536652,2
haircare,2025-07-01,fearfully wonderfully,1383125.8644536652,2
haircare,2025-07-01,fearfully,1383125.8644536652,2
haircare,2025-07-01,funny,1383125.8644536652,2
haircare,2025-07-01,mentality,1383125.8644536652,2
haircare,2025-07-01,pattern,1383125.8644536652,2
haircare,2025-07-01,people got,1383125.8644536652,2
haircare,2025-07-01,wonderfully,1383125.8644536652,2
haircare,2025-07-01,make mistake,1383125.8644536652,2
haircare,2025-07-01,think beautiful,1383125.8644536652,2
haircare,2025-07-01,brainwashed,1383125.8644536652,2
haircare,2025-07-01,slave,1383125.8644536652,2
haircare,2025-07-01,crown,1383125.8644536652,2
haircare,2025-07-01,created,1383125.8644536652,2
haircare,2025-07-01,dust,1383125.8644536652,2
haircare,2025-07-01,lovely,1383125.8644536652,2
haircare,2025-07-01,think wrong,1383125.8644536652,2
haircare,2025-07-01,tree,1383125.8644536652,2
haircare,2025-07-01,beautiful need,1383125.8644536652,2
haircare,2025-07-01,god created,691562.9322268326,1
haircare,2025-07-01,mean people,691562.9322268326,1
haircare,2025-07-01,mentally,691562.9322268326,1
haircare,2025-07-01,mean make,691562.9322268326,1
makeup,2020-01-01,zombie,,0
makeup,2020-01-01,zesty,,0
makeup,2020-01-01,zero,,0
makeup,2020-01-01,zahide,,0
makeup,2020-01-01,yup,,0
makeup,2020-01-01,yuck,,0
makeup,2020-01-01,youve,,0
makeup,2020-01-01,youtubers,,0
makeup,2020-01-01,youtuber,,0
makeup,2020-01-01,youtube short,,0
makeup,2020-01-01,youtube,,0
makeup,2020-01-01,youth,,0
makeup,2020-01-01,youre wrong,,0
makeup,2020-01-01,youre woman,,0
makeup,2020-01-01,youre wearing,,0
makeup,2020-01-01,youre wasting,,0
makeup,2020-01-01,youre using,,0
makeup,2020-01-01,youre ugly,,0
makeup,2020-01-01,youre trying,,0
makeup,2020-01-01,youre talking,,0
makeup,2020-01-01,youre stupid,,0
makeup,2020-01-01,youre saying,,0
makeup,2020-01-01,youre rude,,0
makeup,2020-01-01,youre right,,0
makeup,2020-01-01,youre really,,0
makeup,2020-01-01,youre racist,,0
makeup,2020-01-01,youre putting,,0
makeup,2020-01-01,youre pretty,,0
makeup,2020-01-01,youre perfect,,0
makeup,2020-01-01,youre man,,0
makeup,2020-02-01,kylie,40935672.51461988,7
makeup,2020-02-01,like,24675509.91299386,7
makeup,2020-02-01,grandma,17543859.649122804,3
makeup,2020-02-01,compliment,17543859.649122804,3
makeup,2020-02-01,setting,15261731.564684065,4
makeup,2020-02-01,spray,15261731.564684065,4
makeup,2020-02-01,setting spray,15261731.564684065,4
makeup,2020-02-01,want,11695906.432748538,2
makeup,2020-02-01,pretty,11695906.432748538,2
makeup,2020-02-01,powder,11695906.432748538,2
makeup,2020-02-01,lol,11695906.432748538,2
makeup,2020-02-01,shitty,11695906.432748538,2
makeup,2020-02-01,gonna,11695906.432748538,2
makeup,2020-02-01,smell like,9413778.348309796,3
makeup,2020-02-01,foundation,9413778.348309796,3
makeup,2020-02-01,makeup hate,5847953.216374269,1
makeup,2020-02-01,worried,5847953.216374269,1
makeup,2020-02-01,present,5847953.216374269,1
makeup,2020-02-01,selfish,5847953.216374269,1
makeup,2020-02-01,makeup like,5847953.216374269,1
makeup,2020-02-01,visible,5847953.216374269,1
makeup,2020-02-01,people getting,5847953.216374269,1
makeup,2020-02-01,woman,5847953.216374269,1
makeup,2020-02-01,tbh,5847953.216374269,1
makeup,2020-02-01,marriage,5847953.216374269,1
makeup,2020-02-01,promoting,5847953.216374269,1
makeup,2020-02-01,skin tone,5847953.216374269,1
makeup,2020-02-01,shes gorgeous,5847953.216374269,1
makeup,2020-02-01,shook,5847953.216374269,1
makeup,2020-02-01,make,5847953.216374269,1
makeup,2020-03-01,video,26785714.285714284,3
makeup,2020-03-01,makeup product,26785714.285714284,3
makeup,2020-03-01,brand,17857142.857142854,2
makeup,2020-03-01,youtubers,17857142.857142854,2
makeup,2020-03-01,filter,17857142.857142854,2
makeup,2020-03-01,natural,17857142.857142854,2
makeup,2020-03-01,opinion,17857142.857142854,2
makeup,2020-03-01,price,17857142.857142854,2
makeup,2020-03-01,star,17857142.857142854,2
makeup,2020-03-01,sister,8928571.428571427,1
makeup,2020-03-01,need,8928571.428571427,1
makeup,2020-03-01,young,8928571.428571427,1
makeup,2020-03-01,skinned people,8928571.428571427,1
makeup,2020-03-01,skinned,8928571.428571427,1
makeup,2020-03-01,really hate,8928571.428571427,1
makeup,2020-03-01,called,8928571.428571427,1
makeup,2020-03-01,makeup face,8928571.428571427,1
makeup,2020-03-01,step,8928571.428571427,1
makeup,2020-03-01,love make,8928571.428571427,1
makeup,2020-03-01,broke,8928571.428571427,1
makeup,2020-03-01,racist,8928571.428571427,1
makeup,2020-03-01,talk,8928571.428571427,1
makeup,2020-03-01,vid,8928571.428571427,1
makeup,2020-03-01,natural look,8928571.428571427,1
makeup,2020-03-01,zombie,8928571.428571427,1
makeup,2020-03-01,people like,8928571.428571427,1
makeup,2020-03-01,stay,8928571.428571427,1
makeup,2020-03-01,bitch,8928571.428571427,1
makeup,2020-03-01,talking,8928571.428571427,1
makeup,2020-03-01,reason dont,8928571.428571427,1
makeup,2020-04-01,new,39215686.2745098,4
makeup,2020-04-01,bronzer,29411764.70588235,3
makeup,2020-04-01,year,19607843.1372549,2
makeup,2020-04-01,rihanna,19607843.1372549,2
makeup,2020-04-01,industry,19607843.1372549,2
makeup,2020-04-01,wtf,19607843.1372549,2
makeup,2020-04-01,annoyed,9803921.56862745,1
makeup,2020-04-01,named,9803921.56862745,1
makeup,2020-04-01,makeup woman,9803921.56862745,1
makeup,2020-04-01,got,9803921.56862745,1
makeup,2020-04-01,makeup video,9803921.56862745,1
makeup,2020-04-01,damn,9803921.56862745,1
makeup,2020-04-01,perfect,9803921.56862745,1
makeup,2020-04-01,shouldnt,9803921.56862745,1
makeup,2020-04-01,worst makeup,9803921.56862745,1
makeup,2020-04-01,doesnt need,9803921.56862745,1
makeup,2020-04-01,decision,9803921.56862745,1
makeup,2020-04-01,base,9803921.56862745,1
makeup,2020-04-01,covering,9803921.56862745,1
makeup,2020-04-01,brow,9803921.56862745,1
makeup,2020-04-01,scream,9803921.56862745,1
makeup,2020-04-01,starting,9803921.56862745,1
makeup,2020-04-01,stunning,9803921.56862745,1
makeup,2020-04-01,mistake,9803921.56862745,1
makeup,2020-04-01,wtf happened,9803921.56862745,1
makeup,2020-04-01,poor,9803921.56862745,1
makeup,2020-04-01,blush,9803921.56862745,1
makeup,2020-04-01,real,9803921.56862745,1
makeup,2020-04-01,bone,9803921.56862745,1
makeup,2020-04-01,music,9803921.56862745,1
makeup,2020-05-01,men,12987012.987012988,2
makeup,2020-05-01,harsh,12987012.987012988,2
makeup,2020-05-01,looked,12987012.987012988,2
makeup,2020-05-01,purple,6493506.493506494,1
makeup,2020-05-01,super,6493506.493506494,1
makeup,2020-05-01,stop thinking,6493506.493506494,1
makeup,2020-05-01,beautiful makeup,6493506.493506494,1
makeup,2020-05-01,skin makeup,6493506.493506494,1
makeup,2020-05-01,quality,6493506.493506494,1
makeup,2020-05-01,horrible,6493506.493506494,1
makeup,2020-05-01,makeup beautiful,6493506.493506494,1
makeup,2020-05-01,love makeup,6493506.493506494,1
makeup,2020-05-01,ignore,6493506.493506494,1
makeup,2020-05-01,tip,6493506.493506494,1
makeup,2020-05-01,shy,6493506.493506494,1
makeup,2020-05-01,ignore fact,6493506.493506494,1
makeup,2020-05-01,thinking,6493506.493506494,1
makeup,2020-05-01,jenner,6493506.493506494,1
makeup,2020-05-01,husband,6493506.493506494,1
makeup,2020-05-01,yall,6493506.493506494,1
makeup,2020-05-01,marketing,6493506.493506494,1
makeup,2020-05-01,trust woman,6493506.493506494,1
makeup,2020-05-01,man,6493506.493506494,1
makeup,2020-05-01,appearance,6493506.493506494,1
makeup,2020-05-01,trust,6493506.493506494,1
makeup,2020-05-01,pink,6493506.493506494,1
makeup,2020-05-01,till,6493506.493506494,1
makeup,2020-05-01,pet,6493506.493506494,1
makeup,2020-05-01,prefer,6493506.493506494,1
makeup,2020-05-01,way,6493506.493506494,1
makeup,2020-06-01,powder,14925373.134328358,3
makeup,2020-06-01,shes,14925373.134328358,3
makeup,2020-06-01,black,14925373.134328358,3
makeup,2020-06-01,savage,9950248.756218905,2
makeup,2020-06-01,pretty,9950248.756218905,2
makeup,2020-06-01,bunch,9950248.756218905,2
makeup,2020-06-01,white,9950248.756218905,2
makeup,2020-06-01,looking,9950248.756218905,2
makeup,2020-06-01,girl,9950248.756218905,2
makeup,2020-06-01,absolutely,9950248.756218905,2
makeup,2020-06-01,snatched,9950248.756218905,2
makeup,2020-06-01,lot,9950248.756218905,2
makeup,2020-06-01,saying,9950248.756218905,2
makeup,2020-06-01,skin dont,4975124.378109452,1
makeup,2020-06-01,money,4975124.378109452,1
makeup,2020-06-01,deception,4975124.378109452,1
makeup,2020-06-01,showing,4975124.378109452,1
makeup,2020-06-01,white people,4975124.378109452,1
makeup,2020-06-01,style,4975124.378109452,1
makeup,2020-06-01,dark skin,4975124.378109452,1
makeup,2020-06-01,makeup looking,4975124.378109452,1
makeup,2020-06-01,crazy,4975124.378109452,1
makeup,2020-06-01,routine,4975124.378109452,1
makeup,2020-06-01,snap,4975124.378109452,1
makeup,2020-06-01,notice,4975124.378109452,1
makeup,2020-06-01,scalp,4975124.378109452,1
makeup,2020-06-01,shes trying,4975124.378109452,1
makeup,2020-06-01,constantly,4975124.378109452,1
makeup,2020-06-01,trying,4975124.378109452,1
makeup,2020-06-01,wearing makeup,4975124.378109452,1
makeup,2020-07-01,want,13392857.142857142,3
makeup,2020-07-01,odd,8928571.428571427,2
makeup,2020-07-01,lol,8928571.428571427,2
makeup,2020-07-01,beauty,8928571.428571427,2
makeup,2020-07-01,brush,8928571.428571427,2
makeup,2020-07-01,look great,8928571.428571427,2
makeup,2020-07-01,true,4464285.714285714,1
makeup,2020-07-01,seeing,4464285.714285714,1
makeup,2020-07-01,throw,4464285.714285714,1
makeup,2020-07-01,turn,4464285.714285714,1
makeup,2020-07-01,use,4464285.714285714,1
makeup,2020-07-01,match,4464285.714285714,1
makeup,2020-07-01,coz,4464285.714285714,1
makeup,2020-07-01,star,4464285.714285714,1
makeup,2020-07-01,makeup face,4464285.714285714,1
makeup,2020-07-01,tbh,4464285.714285714,1
makeup,2020-07-01,love way,4464285.714285714,1
makeup,2020-07-01,ache,4464285.714285714,1
makeup,2020-07-01,barely,4464285.714285714,1
makeup,2020-07-01,bang,4464285.714285714,1
makeup,2020-07-01,loved,4464285.714285714,1
makeup,2020-07-01,mascara,4464285.714285714,1
makeup,2020-07-01,beating,4464285.714285714,1
makeup,2020-07-01,corner,4464285.714285714,1
makeup,2020-07-01,product used,4464285.714285714,1
makeup,2020-07-01,plz,4464285.714285714,1
makeup,2020-07-01,confident,4464285.714285714,1
makeup,2020-07-01,respect,4464285.714285714,1
makeup,2020-07-01,natural beauty,4464285.714285714,1
makeup,2020-07-01,comment,4464285.714285714,1
makeup,2020-08-01,mask,16666666.666666666,3
makeup,2020-08-01,make skin,11111111.11111111,2
makeup,2020-08-01,bomb,11111111.11111111,2
makeup,2020-08-01,grandma,5555555.555555555,1
makeup,2020-08-01,selena,5555555.555555555,1
makeup,2020-08-01,gorgeous,5555555.555555555,1
makeup,2020-08-01,worst,5555555.555555555,1
makeup,2020-08-01,opinion,5555555.555555555,1
makeup,2020-08-01,worrying,5555555.555555555,1
makeup,2020-08-01,gone,5555555.555555555,1
makeup,2020-08-01,minute,5555555.555555555,1
makeup,2020-08-01,shade,5555555.555555555,1
makeup,2020-08-01,dirty,5555555.555555555,1
makeup,2020-08-01,start,5555555.555555555,1
makeup,2020-08-01,gave anxiety,5555555.555555555,1
makeup,2020-08-01,use makeup,5555555.555555555,1
makeup,2020-08-01,gave,5555555.555555555,1
makeup,2020-08-01,say,5555555.555555555,1
makeup,2020-08-01,fuck,5555555.555555555,1
makeup,2020-08-01,thats makeup,5555555.555555555,1
makeup,2020-08-01,forever,5555555.555555555,1
makeup,2020-08-01,fake look,5555555.555555555,1
makeup,2020-08-01,smell like,5555555.555555555,1
makeup,2020-08-01,oil,5555555.555555555,1
makeup,2020-08-01,eye like,5555555.555555555,1
makeup,2020-08-01,excuse,5555555.555555555,1
makeup,2020-08-01,soo,5555555.555555555,1
makeup,2020-08-01,anxiety,5555555.555555555,1
makeup,2020-08-01,shi,5555555.555555555,1
makeup,2020-08-01,draw,5555555.555555555,1
makeup,2020-09-01,shy,12658227.848101266,3
makeup,2020-09-01,wow,8438818.565400843,2
makeup,2020-09-01,drop,8438818.565400843,2
makeup,2020-09-01,stop making,8438818.565400843,2
makeup,2020-09-01,waste,8438818.565400843,2
makeup,2020-09-01,stop,8438818.565400843,2
makeup,2020-09-01,perfect,8438818.565400843,2
makeup,2020-09-01,woman,8438818.565400843,2
makeup,2020-09-01,difference,8438818.565400843,2
makeup,2020-09-01,making fun,8438818.565400843,2
makeup,2020-09-01,really good,4219409.282700421,1
makeup,2020-09-01,waste makeup,4219409.282700421,1
makeup,2020-09-01,terrible,4219409.282700421,1
makeup,2020-09-01,forehead,4219409.282700421,1
makeup,2020-09-01,total,4219409.282700421,1
makeup,2020-09-01,stunning,4219409.282700421,1
makeup,2020-09-01,focus,4219409.282700421,1
makeup,2020-09-01,fine,4219409.282700421,1
makeup,2020-09-01,makeup bad,4219409.282700421,1
makeup,2020-09-01,urself,4219409.282700421,1
makeup,2020-09-01,sorry,4219409.282700421,1
makeup,2020-09-01,favorite,4219409.282700421,1
makeup,2020-09-01,model,4219409.282700421,1
makeup,2020-09-01,dry,4219409.282700421,1
makeup,2020-09-01,dont stop,4219409.282700421,1
makeup,2020-09-01,agrees,4219409.282700421,1
makeup,2020-09-01,nervous,4219409.282700421,1
makeup,2020-09-01,dont shy,4219409.282700421,1
makeup,2020-09-01,think makeup,4219409.282700421,1
makeup,2020-09-01,youtube,4219409.282700421,1
makeup,2020-10-01,coverage,8888888.888888888,2
makeup,2020-10-01,suddenly,8888888.888888888,2
makeup,2020-10-01,routine,8888888.888888888,2
makeup,2020-10-01,cut,8888888.888888888,2
makeup,2020-10-01,make mad,4444444.444444444,1
makeup,2020-10-01,plastic surgery,4444444.444444444,1
makeup,2020-10-01,felt like,4444444.444444444,1
makeup,2020-10-01,plastic,4444444.444444444,1
makeup,2020-10-01,woman love,4444444.444444444,1
makeup,2020-10-01,video fake,4444444.444444444,1
makeup,2020-10-01,perfection,4444444.444444444,1
makeup,2020-10-01,filter,4444444.444444444,1
makeup,2020-10-01,wrinkle,4444444.444444444,1
makeup,2020-10-01,makeup video,4444444.444444444,1
makeup,2020-10-01,petty,4444444.444444444,1
makeup,2020-10-01,feel uncomfortable,4444444.444444444,1
makeup,2020-10-01,plain,4444444.444444444,1
makeup,2020-10-01,nail,4444444.444444444,1
makeup,2020-10-01,vogue,4444444.444444444,1
makeup,2020-10-01,swear,4444444.444444444,1
makeup,2020-10-01,crazy,4444444.444444444,1
makeup,2020-10-01,seen,4444444.444444444,1
makeup,2020-10-01,surgery,4444444.444444444,1
makeup,2020-10-01,freckle,4444444.444444444,1
makeup,2020-10-01,asf,4444444.444444444,1
makeup,2020-10-01,artist,4444444.444444444,1
makeup,2020-10-01,idk,4444444.444444444,1
makeup,2020-10-01,stare,4444444.444444444,1
makeup,2020-10-01,watching video,4444444.444444444,1
makeup,2020-10-01,improve,4444444.444444444,1
makeup,2020-11-01,trans,9784735.812133072,5
makeup,2020-11-01,bronzer,9784735.812133072,5
makeup,2020-11-01,make look,7827788.649706457,4
makeup,2020-11-01,masculine,7827788.649706457,4
makeup,2020-11-01,thank,5870841.487279843,3
makeup,2020-11-01,fear,5870841.487279843,3
makeup,2020-11-01,dare,5870841.487279843,3
makeup,2020-11-01,like clown,3913894.3248532284,2
makeup,2020-11-01,learn,3913894.3248532284,2
makeup,2020-11-01,prime,3913894.3248532284,2
makeup,2020-11-01,male female,3913894.3248532284,2
makeup,2020-11-01,seriously,3913894.3248532284,2
makeup,2020-11-01,real,3913894.3248532284,2
makeup,2020-11-01,hell,3913894.3248532284,2
makeup,2020-11-01,man,3913894.3248532284,2
makeup,2020-11-01,helped,3913894.3248532284,2
makeup,2020-11-01,tip,3913894.3248532284,2
makeup,2020-11-01,understand,3913894.3248532284,2
makeup,2020-11-01,instead,3913894.3248532284,2
makeup,2020-11-01,reason,3913894.3248532284,2
makeup,2020-11-01,male,3913894.3248532284,2
makeup,2020-11-01,trans woman,3913894.3248532284,2
makeup,2020-11-01,got,3913894.3248532284,2
makeup,2020-11-01,grinch,3913894.3248532284,2
makeup,2020-11-01,bag,3913894.3248532284,2
makeup,2020-11-01,female,3913894.3248532284,2
makeup,2020-11-01,dont understand,3913894.3248532284,2
makeup,2020-11-01,doesnt wear,3913894.3248532284,2
makeup,2020-11-01,disgusting,3913894.3248532284,2
makeup,2020-11-01,controversial,3913894.3248532284,2
makeup,2020-12-01,makeup makeup,7886435.331230283,5
makeup,2020-12-01,wrong,7886435.331230283,5
makeup,2020-12-01,brown,6309148.264984227,4
makeup,2020-12-01,skin tone,6309148.264984227,4
makeup,2020-12-01,lower,6309148.264984227,4
makeup,2020-12-01,indian,4731861.19873817,3
makeup,2020-12-01,cheek,4731861.19873817,3
makeup,2020-12-01,wearing,4731861.19873817,3
makeup,2020-12-01,created,4731861.19873817,3
makeup,2020-12-01,facial,3154574.1324921134,2
makeup,2020-12-01,fair,3154574.1324921134,2
makeup,2020-12-01,brown skin,3154574.1324921134,2
makeup,2020-12-01,apply makeup,3154574.1324921134,2
makeup,2020-12-01,lower lash,3154574.1324921134,2
makeup,2020-12-01,heck,3154574.1324921134,2
makeup,2020-12-01,bullshit,3154574.1324921134,2
makeup,2020-12-01,racist,3154574.1324921134,2
makeup,2020-12-01,country,3154574.1324921134,2
makeup,2020-12-01,outfit,3154574.1324921134,2
makeup,2020-12-01,ridiculous,3154574.1324921134,2
makeup,2020-12-01,tried,3154574.1324921134,2
makeup,2020-12-01,lie,3154574.1324921134,2
makeup,2020-12-01,dangerous,3154574.1324921134,2
makeup,2020-12-01,people makeup,3154574.1324921134,2
makeup,2020-12-01,apple,3154574.1324921134,2
makeup,2020-12-01,standard,3154574.1324921134,2
makeup,2020-12-01,different,3154574.1324921134,2
makeup,2020-12-01,dude,3154574.1324921134,2
makeup,2020-12-01,mole,3154574.1324921134,2
makeup,2020-12-01,shade,3154574.1324921134,2
makeup,2021-01-01,fuck,7334963.325183374,3
makeup,2021-01-01,light,7334963.325183374,3
makeup,2021-01-01,applied,4889975.550122249,2
makeup,2021-01-01,yall,4889975.550122249,2
makeup,2021-01-01,rule,4889975.550122249,2
makeup,2021-01-01,kylie,4889975.550122249,2
makeup,2021-01-01,person,4889975.550122249,2
makeup,2021-01-01,dark,4889975.550122249,2
makeup,2021-01-01,problem,4889975.550122249,2
makeup,2021-01-01,yes,4889975.550122249,2
makeup,2021-01-01,dumb,4889975.550122249,2
makeup,2021-01-01,skeptical,2444987.7750611245,1
makeup,2021-01-01,pay attention,2444987.7750611245,1
makeup,2021-01-01,pay,2444987.7750611245,1
makeup,2021-01-01,make men,2444987.7750611245,1
makeup,2021-01-01,term,2444987.7750611245,1
makeup,2021-01-01,lying,2444987.7750611245,1
makeup,2021-01-01,easier,2444987.7750611245,1
makeup,2021-01-01,love video,2444987.7750611245,1
makeup,2021-01-01,lovely,2444987.7750611245,1
makeup,2021-01-01,looking good,2444987.7750611245,1
makeup,2021-01-01,look perfect,2444987.7750611245,1
makeup,2021-01-01,womens,2444987.7750611245,1
makeup,2021-01-01,look natural,2444987.7750611245,1
makeup,2021-01-01,look better,2444987.7750611245,1
makeup,2021-01-01,mix,2444987.7750611245,1
makeup,2021-01-01,look look,2444987.7750611245,1
makeup,2021-01-01,look amazing,2444987.7750611245,1
makeup,2021-01-01,making people,2444987.7750611245,1
makeup,2021-01-01,listen,2444987.7750611245,1
makeup,2021-02-01,blind,15904572.564612323,8
makeup,2021-02-01,like dont,5964214.7117296215,3
makeup,2021-02-01,girl makeup,5964214.7117296215,3
makeup,2021-02-01,makeup better,5964214.7117296215,3
makeup,2021-02-01,god,3976143.141153081,2
makeup,2021-02-01,mean rude,3976143.141153081,2
makeup,2021-02-01,change,3976143.141153081,2
makeup,2021-02-01,room,3976143.141153081,2
makeup,2021-02-01,knife,3976143.141153081,2
makeup,2021-02-01,telling,3976143.141153081,2
makeup,2021-02-01,rude,3976143.141153081,2
makeup,2021-02-01,skill,3976143.141153081,2
makeup,2021-02-01,matter,3976143.141153081,2
makeup,2021-02-01,answer,3976143.141153081,2
makeup,2021-02-01,sister,3976143.141153081,2
makeup,2021-02-01,scared,3976143.141153081,2
makeup,2021-02-01,rude way,3976143.141153081,2
makeup,2021-02-01,cute,3976143.141153081,2
makeup,2021-02-01,damn,3976143.141153081,2
makeup,2021-02-01,dont mean,3976143.141153081,2
makeup,2021-02-01,went,3976143.141153081,2
makeup,2021-02-01,bruh,3976143.141153081,2
makeup,2021-02-01,like like,3976143.141153081,2
makeup,2021-02-01,kill,3976143.141153081,2
makeup,2021-02-01,eyesight,3976143.141153081,2
makeup,2021-02-01,game,3976143.141153081,2
makeup,2021-02-01,help,3976143.141153081,2
makeup,2021-02-01,sound,1988071.5705765404,1
makeup,2021-02-01,ask,1988071.5705765404,1
makeup,2021-02-01,gotten,1988071.5705765404,1
makeup,2021-03-01,trend,6756756.756756756,3
makeup,2021-03-01,scary,4504504.504504505,2
makeup,2021-03-01,life,4504504.504504505,2
makeup,2021-03-01,blood,4504504.504504505,2
makeup,2021-03-01,brush,4504504.504504505,2
makeup,2021-03-01,clown,4504504.504504505,2
makeup,2021-03-01,kinda,4504504.504504505,2
makeup,2021-03-01,sticky,4504504.504504505,2
makeup,2021-03-01,stage,4504504.504504505,2
makeup,2021-03-01,night,4504504.504504505,2
makeup,2021-03-01,hate makeup,4504504.504504505,2
makeup,2021-03-01,guy,2252252.2522522523,1
makeup,2021-03-01,pretty makeup,2252252.2522522523,1
makeup,2021-03-01,gud,2252252.2522522523,1
makeup,2021-03-01,seeing,2252252.2522522523,1
makeup,2021-03-01,awesome,2252252.2522522523,1
makeup,2021-03-01,bright,2252252.2522522523,1
makeup,2021-03-01,actor,2252252.2522522523,1
makeup,2021-03-01,hate girl,2252252.2522522523,1
makeup,2021-03-01,read,2252252.2522522523,1
makeup,2021-03-01,ppl,2252252.2522522523,1
makeup,2021-03-01,arent,2252252.2522522523,1
makeup,2021-03-01,thats scary,2252252.2522522523,1
makeup,2021-03-01,hope,2252252.2522522523,1
makeup,2021-03-01,hurt,2252252.2522522523,1
makeup,2021-03-01,ill,2252252.2522522523,1
makeup,2021-03-01,drama,2252252.2522522523,1
makeup,2021-03-01,pluck,2252252.2522522523,1
makeup,2021-03-01,scare,2252252.2522522523,1
makeup,2021-03-01,appreciate,2252252.2522522523,1
makeup,2021-04-01,india,8823529.411764706,3
makeup,2021-04-01,peel,5882352.94117647,2
makeup,2021-04-01,rare,5882352.94117647,2
makeup,2021-04-01,hate skin,5882352.94117647,2
makeup,2021-04-01,summer,5882352.94117647,2
makeup,2021-04-01,video girl,5882352.94117647,2
makeup,2021-04-01,rare beauty,5882352.94117647,2
makeup,2021-04-01,make makeup,5882352.94117647,2
makeup,2021-04-01,look scary,5882352.94117647,2
makeup,2021-04-01,filter,5882352.94117647,2
makeup,2021-04-01,trust,2941176.470588235,1
makeup,2021-04-01,wedding,2941176.470588235,1
makeup,2021-04-01,aap,2941176.470588235,1
makeup,2021-04-01,setting,2941176.470588235,1
makeup,2021-04-01,weather,2941176.470588235,1
makeup,2021-04-01,truly,2941176.470588235,1
makeup,2021-04-01,pretty people,2941176.470588235,1
makeup,2021-04-01,dont say,2941176.470588235,1
makeup,2021-04-01,rubbish,2941176.470588235,1
makeup,2021-04-01,spray,2941176.470588235,1
makeup,2021-04-01,setting spray,2941176.470588235,1
makeup,2021-04-01,makeup shit,2941176.470588235,1
makeup,2021-04-01,makeup makeup,2941176.470588235,1
makeup,2021-04-01,strange,2941176.470588235,1
makeup,2021-04-01,magnetic,2941176.470588235,1
makeup,2021-04-01,removing,2941176.470588235,1
makeup,2021-04-01,beard,2941176.470588235,1
makeup,2021-04-01,lot,2941176.470588235,1
makeup,2021-04-01,lot makeup,2941176.470588235,1
makeup,2021-04-01,undertone,2941176.470588235,1
makeup,2021-05-01,shower,9198423.127463862,7
makeup,2021-05-01,gross,6570302.233902759,5
makeup,2021-05-01,lie,5256241.787122208,4
makeup,2021-05-01,come,3942181.340341655,3
makeup,2021-05-01,face makeup,3942181.340341655,3
makeup,2021-05-01,look makeup,3942181.340341655,3
makeup,2021-05-01,pimple,3942181.340341655,3
makeup,2021-05-01,fake lash,3942181.340341655,3
makeup,2021-05-01,animal,3942181.340341655,3
makeup,2021-05-01,self,2628120.893561104,2
makeup,2021-05-01,fool,2628120.893561104,2
makeup,2021-05-01,flawless,2628120.893561104,2
makeup,2021-05-01,oily,2628120.893561104,2
makeup,2021-05-01,beginning,2628120.893561104,2
makeup,2021-05-01,type,2628120.893561104,2
makeup,2021-05-01,lying,2628120.893561104,2
makeup,2021-05-01,nervous,2628120.893561104,2
makeup,2021-05-01,look little,2628120.893561104,2
makeup,2021-05-01,makeup good,2628120.893561104,2
makeup,2021-05-01,bomb,2628120.893561104,2
makeup,2021-05-01,cheater,2628120.893561104,2
makeup,2021-05-01,year old,2628120.893561104,2
makeup,2021-05-01,disgusting,2628120.893561104,2
makeup,2021-05-01,nice,2628120.893561104,2
makeup,2021-05-01,bhi,2628120.893561104,2
makeup,2021-05-01,dude,2628120.893561104,2
makeup,2021-05-01,torture,2628120.893561104,2
makeup,2021-05-01,year,2628120.893561104,2
makeup,2021-05-01,old,2628120.893561104,2
makeup,2021-05-01,wash,2628120.893561104,2
makeup,2021-06-01,fucking,8253094.91059147,6
makeup,2021-06-01,makeup dont,5502063.273727648,4
makeup,2021-06-01,lmao,5502063.273727648,4
makeup,2021-06-01,shit makeup,4126547.455295735,3
makeup,2021-06-01,ignore,4126547.455295735,3
makeup,2021-06-01,dont like,2751031.636863824,2
makeup,2021-06-01,look worse,2751031.636863824,2
makeup,2021-06-01,ruin,2751031.636863824,2
makeup,2021-06-01,uglier,2751031.636863824,2
makeup,2021-06-01,brand,2751031.636863824,2
makeup,2021-06-01,god,2751031.636863824,2
makeup,2021-06-01,ignore fact,2751031.636863824,2
makeup,2021-06-01,gonna,2751031.636863824,2
makeup,2021-06-01,thought,2751031.636863824,2
makeup,2021-06-01,power,2751031.636863824,2
makeup,2021-06-01,giving,2751031.636863824,2
makeup,2021-06-01,people makeup,2751031.636863824,2
makeup,2021-06-01,wear makeup,2751031.636863824,2
makeup,2021-06-01,ruin hair,1375515.818431912,1
makeup,2021-06-01,use makeup,1375515.818431912,1
makeup,2021-06-01,think shes,1375515.818431912,1
makeup,2021-06-01,bacteria,1375515.818431912,1
makeup,2021-06-01,use filter,1375515.818431912,1
makeup,2021-06-01,realize,1375515.818431912,1
makeup,2021-06-01,opinion dont,1375515.818431912,1
makeup,2021-06-01,opinion,1375515.818431912,1
makeup,2021-06-01,dying,1375515.818431912,1
makeup,2021-06-01,assuming,1375515.818431912,1
makeup,2021-06-01,bruh,1375515.818431912,1
makeup,2021-06-01,started,1375515.818431912,1
makeup,2021-07-01,look better,7122507.122507122,5
makeup,2021-07-01,kind,4273504.273504274,3
makeup,2021-07-01,meant,4273504.273504274,3
makeup,2021-07-01,shaking,2849002.849002849,2
makeup,2021-07-01,wth,2849002.849002849,2
